iteration	hypothesis	change	verify	metric_summary	decision	notes
ARX_DCWM_COUPLED3	After exact-spine dedup in routing, DreamCoder should not immediately restart the same completed opening spine, allowing the carry-over run to spend post-startup actions on a new branch.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=105.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=10/10; dc_structured=1; dc_revised=5; wm_drafts=1; wm_prior=168/207; mh_runs=13	keep	report=arcgentica_skillread_all_20260416k.json
ARX_DCWM_COUPLED4	Retry guard should treat the new orchestration/schema-correction early-stop phrasing as nonterminal so the post-startup run can spend more of the remaining budget.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=145.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=10/10; dc_structured=1; dc_revised=5; wm_drafts=1; wm_prior=178/217; mh_runs=14	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=75.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=10/10; dc_structured=1; dc_revised=5; wm_drafts=1; wm_prior=183/222; mh_runs=15	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=165.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=13/13; dc_structured=3; dc_revised=5; wm_drafts=1; wm_prior=185/224; mh_runs=16	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=55.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=13/13; dc_structured=3; dc_revised=5; wm_drafts=1; wm_prior=189/229; mh_runs=17	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=50.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=14/14; dc_structured=4; dc_revised=5; wm_drafts=1; wm_prior=193/233; mh_runs=18	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=90.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=15/15; dc_structured=5; dc_revised=5; wm_drafts=1; wm_prior=195/235; mh_runs=19	keep	report=arcgentica_skillread_all_20260416k.json
ARX_ENVDONE1	Startup self-reported wins should be ignored unless the actual environment frame is terminal.	Added environment-backed win acceptance in `agents/templates/agentica/agent.py` and a regression test for false startup win claims.	`pytest -q tests/unit/test_agentica_orchestrator_research.py tests/unit/test_arcgentica_research.py`	67 passed; false startup win no longer short-circuits the orchestrator path.	keep	Prevents fake success reports and stale carry-over conclusions.
ARX_STOPSTRUCT1	Probe reports that already contain `current_hypothesis` and `next_step` should be treated as nonterminal and retried with explicit continuation pressure.	Added probe-report detection/extraction in `agents/templates/agentica/agent.py`, retried with a continuation-specific task, and added a regression test that requires executing the proposed continuation branch.	`pytest -q tests/unit/test_agentica_orchestrator_research.py tests/unit/test_arcgentica_research.py`	67 passed; harness now distinguishes nonterminal probe summaries from true terminal loss, but live ls20 verification is still pending.	keep	Main remaining bottleneck is now directly instrumented and falsifiable in the next bounded run.
ARX_DASH1	The visualizer should explain stop reason, next-step proposal, action chronology, top skills, and world-model evidence on one page.	Added `scripts/build_research_dashboard.py` and generated `presentation/research_dashboard_latest.html` from the latest carry-over namespace artifacts.	`python3 scripts/build_research_dashboard.py`	Dashboard generated successfully; latest stop reason and extracted `next_step` are now inspectable without opening raw JSON logs.	keep	Improves diagnosis quality without changing agent behavior.
ARX_STOPSTRUCT2	After executing the extracted `next_step`, the orchestrator should treat invalid intermediate progress-report termination as nonterminal exactly once more, without regressing other retry tests.	Added a narrowly-scoped invalid-progress retry path plus regression coverage; kept the general retry budget unchanged for older cases.	`pytest -q tests/unit/test_agentica_orchestrator_research.py tests/unit/test_arcgentica_research.py`	68 passed; invalid-progress retry is now isolated to the intended path instead of changing global retry behavior.	keep	This prepares the next live run to continue past the current 3-action ceiling if the explorer again returns a probe report instead of a final terminal status.
ARX_STOPSTRUCT3	Response-schema-enforcement stop reasons should also be treated as nonterminal progress stops so the run can continue after a longer branch.	Expanded invalid-progress markers to include schema-enforcement phrasing, reinforced the orchestrator prompt to re-call subagents when they return probe-style summaries, and added regression coverage.	`pytest -q tests/unit/test_agentica_orchestrator_research.py tests/unit/test_arcgentica_research.py`	69 passed; latest live run reached 8 non-reset actions (`ACTION3,ACTION3,ACTION4,ACTION1,ACTION1,ACTION2,ACTION3,ACTION3`) before stopping on schema-enforcement phrasing.	keep	The current bottleneck is no longer shallow stopping at 2-3 actions; the next live check is whether this nonterminal handling pushes the run beyond 8 actions or reaches level 1.
ARX_SEARCH1	Once shallow-stop failures are removed, the next falsifiable question is whether ls20 still stalls for search reasons or only because the bounded budget is too short.	Ran the same carry-over all-on experiment after stop-policy and prompt fixes, without changing the module stack.	`python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	Reached 23 non-reset actions, best_level stayed 0, and the run ended on `Global non-reset action budget exhausted before confirming a level completion.`; DreamCoder grew to 17 grounded skills with 8 structured entries.	keep	The framework is now search-limited rather than stop-limited. The next clean test is a longer single run with the same config to check whether level 1 appears once the budget ceiling is relaxed.
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=85.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=15/15; dc_structured=5; dc_revised=5; wm_drafts=1; wm_prior=197/238; mh_runs=20	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=85.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=15/15; dc_structured=5; dc_revised=5; wm_drafts=1; wm_prior=205/246; mh_runs=20	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=240.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=17/17; dc_structured=8; dc_revised=6; wm_drafts=1; wm_prior=224/269; mh_runs=20	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=24, timeout=600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 24 --timeout-sec 600`	elapsed=120.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=18/18; dc_structured=9; dc_revised=6; wm_drafts=1; wm_prior=233/279; mh_runs=20	keep	report=arcgentica_skillread_all_20260416k.json
ARX	Bounded verification run.	Bounded run with agent=arcgentica, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_skillread_all_20260416k, actions=40, timeout=900	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_skillread_all_20260416k --actions 40 --timeout-sec 900`	elapsed=130.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=19/19; dc_structured=10; dc_revised=6; wm_drafts=1; wm_prior=232/278; mh_runs=20	keep	report=arcgentica_skillread_all_20260416k.json
STABLE_Q	Post-smoke stable all-on build should at least preserve L0->L1 entry while reducing same-family replay pressure.	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on.yaml, namespace=arcgentica_skillread_all_20260416q_stable, actions=20, timeout=1200	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on.yaml --namespace arcgentica_skillread_all_20260416q_stable --actions 20 --timeout-sec 1200`	elapsed=181.0s; returncode=0; timed_out=False; startup_stalled=True; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=False; dc_grounded=0/0; dc_structured=0; dc_revised=0; wm_drafts=0; wm_prior=0/0; mh_runs=0	discard	report=arcgentica_skillread_all_20260416q_stable.json
STABLE_R	After fixing false startup-stall detection, the stable all-on run should complete naturally and ideally preserve prior L0->L1 entry behavior.	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on.yaml, namespace=arcgentica_skillread_all_20260416r_stable_watchdogfix, actions=20, timeout=1200	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on.yaml --namespace arcgentica_skillread_all_20260416r_stable_watchdogfix --actions 20 --timeout-sec 1200`	elapsed=215.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=1/1; dc_structured=1; dc_revised=1; wm_drafts=1; wm_prior=0/0; mh_runs=1	keep	report=arcgentica_skillread_all_20260416r_stable_watchdogfix.json
STABLE_S	Allowing action-prior generalization plus same-family attractor novelty probes should convert world-model predictions into actual routing pressure and improve L0 exploration quality.	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on.yaml, namespace=arcgentica_skillread_all_20260416s_stable_worldprior, actions=20, timeout=1200	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on.yaml --namespace arcgentica_skillread_all_20260416s_stable_worldprior --actions 20 --timeout-sec 1200`	elapsed=210.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness']; verify_ok=True; dc_grounded=1/1; dc_structured=1; dc_revised=1; wm_drafts=1; wm_prior=15/19; mh_runs=1	keep	report=arcgentica_skillread_all_20260416s_stable_worldprior.json
v3-smoke	v3 MCTS/Wake/Sleep smoke — verify bypass + surprise wake + sleep refactor in live TRAPI env	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_smoke_20260416_2228, actions=15, timeout=800	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_smoke_20260416_2228 --actions 15 --timeout-sec 800`	elapsed=145.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=11/11; dc_structured=11; dc_revised=0; wm_drafts=1; wm_prior=12/14; mh_runs=1	keep	report=arcgentica_v3_smoke_20260416_2228.json
v3-full	v3 full bounded run — fixed unit_test_matches signature-hint semantics, gate=0.4; verify MCTS activates and skill-bypass + wake fires	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_full_20260416_2239, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_full_20260416_2239 --actions 80 --timeout-sec 3600`	elapsed=45.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=30/30; dc_structured=30; dc_revised=0; wm_drafts=1; wm_prior=3/3; mh_runs=1	keep	report=arcgentica_v3_full_20260416_2239.json
v3.1-reward-tuned	v3.1: boost MCTS reward weights for new_family(3→8) and branch_escape(2→5), tighten repeat_penalty(-1→-3) to push out of opening family (v3 full: new_family=1/80, branch_escape=0)	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_1_20260416_2251, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_1_20260416_2251 --actions 80 --timeout-sec 3600`	elapsed=60.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=12/12; dc_structured=12; dc_revised=0; wm_drafts=1; wm_prior=2/2; mh_runs=1	keep	report=arcgentica_v3_1_20260416_2251.json
v3.2-consolidate	v3.2: DC.consolidate_experience (observed-law skills) + wake prompt per-action stats + balanced memory selection. Goal: stop draft oscillation and push new_family_count > 1	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_2_consolidate_20260416_2301, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_2_consolidate_20260416_2301 --actions 80 --timeout-sec 3600`	elapsed=50.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=24/24; dc_structured=24; dc_revised=0; wm_drafts=1; wm_prior=2/3; mh_runs=1	keep	report=arcgentica_v3_2_consolidate_20260416_2301.json
v3.3-laws-fixed	v3.3: fix _consolidate_and_prune removing observed_law records + memory filter substring match + recording action_input populated. Expect observed-law skills persist in library + agent sees them in overlay	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_3_laws_fixed_20260416_2317, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_3_laws_fixed_20260416_2317 --actions 80 --timeout-sec 3600`	elapsed=40.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=15/15; dc_structured=15; dc_revised=3; wm_drafts=1; wm_prior=2/2; mh_runs=1	keep	report=arcgentica_v3_3_laws_fixed_20260416_2317.json
v3.4-explore-novelty	v3.4: (a) exploration-first gate (MCTS off until 15 transitions + 3 families), (b) unseen-signature bonus in MCTS reward (+2.0 for paths with 'new'/'unseen' in hint), (c) explicit prompt mention, (d) recording fix (ActionInput). Expect new_family>1, draft with data-grounded hypotheses	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_4_explore_novelty_20260416_2324, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_4_explore_novelty_20260416_2324 --actions 80 --timeout-sec 3600`	elapsed=10.0s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=False; dc_grounded=11/11; dc_structured=11; dc_revised=1; wm_drafts=1; wm_prior=0/0; mh_runs=1	discard	report=arcgentica_v3_4_explore_novelty_20260416_2324.json
v3.6-symbolica-prompt	v3.6: Symbolica-style user_msg (game+level+legend+last-action), system prompt augmented with hypothesis-formation + 'look at grid' + no-retry guidance. Expect less directional drift in drafts	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_6_sym_prompt_20260416_2338, actions=80, timeout=3600	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_6_sym_prompt_20260416_2338 --actions 80 --timeout-sec 3600`	elapsed=1000.1s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=20/20; dc_structured=20; dc_revised=7; wm_drafts=1; wm_prior=31/79; mh_runs=1	keep	report=arcgentica_v3_6_sym_prompt_20260416_2338.json
v3.7-autoresearch	v3.7 autoresearch: (a) exploration_min_families 3→2 to let MCTS kick in, (b) action budget 80→160, (c) [Observed Laws] section in prompt with actionable implications. Expect MCTS advantage>0 in planner_state, new_family_count>1, and shift in draft toward state-dependent triggers	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_7_autoresearch_20260417_0024, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_7_autoresearch_20260417_0024 --actions 160 --timeout-sec 5400`	elapsed=1035.1s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=False; dc_grounded=0/0; dc_structured=0; dc_revised=0; wm_drafts=0; wm_prior=0/0; mh_runs=0	discard	report=arcgentica_v3_7_autoresearch_20260417_0024.json
v3.7.1-defensive	v3.7.1 (re-run): same as v3.7 + defensive try/except around _to_rich_frame and on_run_end so level-transition edge case (empty frame.frame list) does not abort persistence	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_7_1_defensive_20260417_0057, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_7_1_defensive_20260417_0057 --actions 160 --timeout-sec 5400`	elapsed=1015.1s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=False; dc_grounded=0/0; dc_structured=0; dc_revised=0; wm_drafts=0; wm_prior=0/0; mh_runs=0	discard	report=arcgentica_v3_7_1_defensive_20260417_0057.json
v3.8-sym-render	v3.8: Symbolica-unified Frame.render in both _frame_to_text and world_model._make_simulator_observation (was custom encode_row). Tool signatures now match Symbolica (keys/gap/margin). Expect LLM to finally form shape-based hypotheses (player color, maze topology) instead of abstract state-machine language	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_8_sym_render_20260417_0147, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_8_sym_render_20260417_0147 --actions 160 --timeout-sec 5400`	elapsed=1470.1s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=22/22; dc_structured=22; dc_revised=8; wm_drafts=1; wm_prior=68/158; mh_runs=1	keep	report=arcgentica_v3_8_sym_render_20260417_0147.json
v3.11-strict-penalty	v3.11: (a) delta scoring 50%→80% precision + 50% recall, (b) explicit mismatch penalty -2.0/event (doubled), (c) silence penalty for no-prediction turns, (d) immediate ✅/❌ feedback in agent_env_notes with concrete diff. Agent must now make real pixel-level predictions or score drops	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_11_strict_penalty_20260417_0234, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_11_strict_penalty_20260417_0234 --actions 160 --timeout-sec 5400`	elapsed=1320.2s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=27/27; dc_structured=27; dc_revised=11; wm_drafts=1; wm_prior=75/157; mh_runs=1	keep	report=arcgentica_v3_11_strict_penalty_20260417_0234.json
v3.14-wake-fix	v3.14: (a) bridge.record_observation now queues wake trigger for EVERY surprise (v3.11: 0/97 wake; now 97/97), (b) DC.sleep_refactor includes agent-proposed free skills (not only mcts_proposal), (c) per_action_delta_hints still active. Expect wake prompts visible in env_notes, draft edits tied to specific transitions	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_14_wake_fix_20260417_0356, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_14_wake_fix_20260417_0356 --actions 160 --timeout-sec 5400`	elapsed=1290.1s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=17/17; dc_structured=17; dc_revised=6; wm_drafts=1; wm_prior=66/159; mh_runs=1	keep	report=arcgentica_v3_14_wake_fix_20260417_0356.json
v3.15.1-identity-guard+builtins	v3.15.1: (a) IDENTITY GUARD, (b) [Wake] memory, (c) expanded builtins dict (str/int/enumerate/isinstance etc). v3.14 draft actually tried str() but exec() had minimal builtins — probably caused silent 0/64 on ANY draft using str()	Bounded run with agent=arcgentica_research, profile=research_extensions/config/all_on_generalized.yaml, namespace=arcgentica_v3_15_1_builtins_20260417_0430, actions=160, timeout=5400	`pytest -q tests/unit` ; `python3 scripts/run_bounded_experiment.py --agent arcgentica_research --game ls20 --profile research_extensions/config/all_on_generalized.yaml --namespace arcgentica_v3_15_1_builtins_20260417_0430 --actions 160 --timeout-sec 5400`	elapsed=1885.2s; returncode=0; timed_out=False; startup_stalled=False; summary_stale=False; zero_action_run=False; rate_limited=False; modules=['dreamcoder', 'world_model', 'meta_harness', 'planner']; verify_ok=True; dc_grounded=21/21; dc_structured=21; dc_revised=10; wm_drafts=1; wm_prior=71/159; mh_runs=1	keep	report=arcgentica_v3_15_1_builtins_20260417_0430.json
